city,timestamp,temperature_c,windspeed_kmh,solar_radiation_wm2,fetched_at,wind_potential,solar_potential,demand_signal,hour,date,day
Karlsruhe,2026-04-04 20:00:00,14.6,8.6,36.5,2026-04-03 13:34:50.437383,Low,Low,Normal Demand,20,2026-04-04,Saturday
Karlsruhe,2026-04-04 21:00:00,13.3,6.2,0.0,2026-04-03 13:34:50.437383,Low,Low,Normal Demand,21,2026-04-04,Saturday
Karlsruhe,2026-04-04 22:00:00,12.3,4.3,0.0,2026-04-03 13:34:50.437383,Low,Low,Normal Demand,22,2026-04-04,Saturday
Karlsruhe,2026-04-04 23:00:00,11.4,4.0,0.0,2026-04-03 13:34:50.437383,Low,Low,Normal Demand,23,2026-04-04,Saturday
Karlsruhe,2026-04-05 00:00:00,10.6,3.2,0.2,2026-04-03 13:34:50.437383,Low,Low,Normal Demand,0,2026-04-05,Sunday
Karlsruhe,2026-04-05 01:00:00,9.6,2.5,0.0,2026-04-03 13:34:50.437383,Low,Low,Normal Demand,1,2026-04-05,Sunday
Karlsruhe,2026-04-05 02:00:00,9.5,1.8,0.2,2026-04-03 13:34:50.437383,Low,Low,Normal Demand,2,2026-04-05,Sunday
Karlsruhe,2026-04-05 03:00:00,9.0,2.6,0.2,2026-04-03 13:34:50.437383,Low,Low,Normal Demand,3,2026-04-05,Sunday
Karlsruhe,2026-04-05 04:00:00,8.9,2.9,0.5,2026-04-03 13:34:50.437383,Low,Low,Normal Demand,4,2026-04-05,Sunday
Karlsruhe,2026-04-05 05:00:00,8.4,3.6,0.2,2026-04-03 13:34:50.437383,Low,Low,Normal Demand,5,2026-04-05,Sunday
Karlsruhe,2026-04-05 06:00:00,8.0,5.0,0.0,2026-04-03 13:34:50.437383,Low,Low,Normal Demand,6,2026-04-05,Sunday
Karlsruhe,2026-04-05 07:00:00,7.7,6.6,0.2,2026-04-03 13:34:50.437383,Low,Low,Normal Demand,7,2026-04-05,Sunday
Karlsruhe,2026-04-05 08:00:00,8.9,7.4,36.0,2026-04-03 13:34:50.437383,Low,Low,Normal Demand,8,2026-04-05,Sunday
Karlsruhe,2026-04-05 09:00:00,11.7,8.1,152.0,2026-04-03 13:34:50.437383,Low,Medium,Normal Demand,9,2026-04-05,Sunday
Karlsruhe,2026-04-05 10:00:00,15.2,11.7,294.5,2026-04-03 13:34:50.437383,Medium,High,Normal Demand,10,2026-04-05,Sunday
Karlsruhe,2026-04-05 11:00:00,18.1,15.9,468.0,2026-04-03 13:34:50.437383,Medium,High,Normal Demand,11,2026-04-05,Sunday
Karlsruhe,2026-04-05 12:00:00,19.3,18.6,606.0,2026-04-03 13:34:50.437383,Medium,Very High,Normal Demand,12,2026-04-05,Sunday
Karlsruhe,2026-04-05 13:00:00,20.1,17.8,640.0,2026-04-03 13:34:50.437383,Medium,Very High,Normal Demand,13,2026-04-05,Sunday
Karlsruhe,2026-04-05 14:00:00,19.9,17.7,598.0,2026-04-03 13:34:50.437383,Medium,Very High,Normal Demand,14,2026-04-05,Sunday
Karlsruhe,2026-04-05 15:00:00,19.4,16.5,453.0,2026-04-03 13:34:50.437383,Medium,High,Normal Demand,15,2026-04-05,Sunday
Karlsruhe,2026-04-05 16:00:00,19.3,14.6,431.0,2026-04-03 13:34:50.437383,Medium,High,Normal Demand,16,2026-04-05,Sunday
Karlsruhe,2026-04-05 17:00:00,18.5,14.4,297.0,2026-04-03 13:34:50.437383,Medium,High,Normal Demand,17,2026-04-05,Sunday
Karlsruhe,2026-04-05 18:00:00,17.8,13.0,149.0,2026-04-03 13:34:50.437383,Medium,Medium,Normal Demand,18,2026-04-05,Sunday
Karlsruhe,2026-04-05 19:00:00,17.1,11.5,69.0,2026-04-03 13:34:50.437383,Medium,Medium,Normal Demand,19,2026-04-05,Sunday
Karlsruhe,2026-04-05 20:00:00,15.5,11.2,21.0,2026-04-03 13:34:50.437383,Medium,Low,Normal Demand,20,2026-04-05,Sunday
Karlsruhe,2026-04-05 21:00:00,14.4,8.3,0.0,2026-04-03 13:34:50.437383,Low,Low,Normal Demand,21,2026-04-05,Sunday
Karlsruhe,2026-04-05 22:00:00,13.3,7.6,0.0,2026-04-03 13:34:50.437383,Low,Low,Normal Demand,22,2026-04-05,Sunday
Karlsruhe,2026-04-05 23:00:00,12.4,6.2,0.0,2026-04-03 13:34:50.437383,Low,Low,Normal Demand,23,2026-04-05,Sunday
